"","AID","CID","CitedAs","Locatable","CitationDetail_RG","FulltextAvailable","DOI_RG","AuthorUpload","SourcePubs","SourcePreprint","SourceRepo","SourceWebsite","SourceURl","SourceDOI","ItemClass","Copyrighted","Licensed","HCISI","PT","AU","BA","CA","GP","RI","OI","BE","Z2","TI","X1","Y1","Z1","FT","PN","AE","Z3","SO","S1","SE","BS","VL","IS","SI","MA","BP","EP","AR","DI","D2","SU","PD","PY","AB","X4","Y4","Z4","AK","CT","CY","SP","CL","TC","Z8","ZB","ZS","Z9","SN","BN","UT","PM"
"166","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1661","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1662","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1663","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1664","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1665","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1666","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1667","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1668","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"1669","E166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Burdea, Grigore C.; Jain, Abhishek; Rabin, Bryan; Pellosie, Richard; Golomb, Meredith",NA,NA,"IEEE",NA,NA,NA,NA,"Long-Term Hand Tele-Rehabilitation on the PlayStation 3: Benefits and Challenges",NA,NA,NA,NA,NA,NA,NA,"IEEE Engineering in Medicine and Biology Society Conference Proceedings",NA,NA,NA,NA,NA,NA,NA,"1835","1838",NA,"10.1109/IEMBS.2011.6090522",NA,NA,"2011",2011,NA,NA,NA,NA,NA,"33rd Annual International Conference of the IEEE Engineering-in-Medicine-and-Biology-Society (EMBS)","AUG 30-SEP 03, 2011","IEEE; Engn Med & Biol Soc (EMBS)","Boston, MA",10,NA,NA,NA,NA,NA,NA,NA,NA
"168","E167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Dai, X.; Zhao, Y.; Li, M.; Fang, X.; Li, X.; Li, H.; Xu, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"4",NA,NA,NA,"1557","1565",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"169","E168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Das, P. C.; Chatterjee, P.; Kumar, P.; Kumar, G.; Dey, A. B.",NA,NA,NA,NA,NA,NA,NA,"Prevalence and predictors of geriatric syndromes in an outpatient clinic at a tertiary care hospital of India",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,"2","1",NA,NA,"117","120",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"170","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1701","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1702","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1703","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1704","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1705","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1706","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1707","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1708","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"1709","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17010","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17011","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17012","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17013","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17014","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17015","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17016","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17017","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17018","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17019","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17020","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17021","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17022","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17023","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17024","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17025","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17026","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17027","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17028","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17029","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17030","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17031","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17032","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
"17033","E169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Elliott, D; Smith, D",NA,NA,NA,NA,NA,NA,NA,"Football stadia disasters in the United Kingdom: learning from tragedy?",NA,NA,NA,NA,NA,NA,NA,"Indust. Environ. Crisis Q.",NA,NA,NA,"7",NA,NA,NA,"205","29",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
