,AID,CID,CitedAs,Locatable,CitationDetail_RG,FulltextAvailable,DOI_RG,AuthorUpload,SourcePubs,SourcePreprint,SourceRepo,SourceWebsite,SourceURl,SourceDOI,ItemClass,Copyrighted,Licensed,HCISI,PT,AU,CA,GP,Z2,TI,Z1,Z3,SO,VL,IS,BP,EP,AR,DI,PD,PY,CT,CY,SP,CL,TC
26836,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26837,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26838,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26839,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26840,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26841,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26842,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26843,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
26844,P266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Elliott, D; Smith, D",NA,NA,NA,Football stadia disasters in the United Kingdom: learning from tragedy?,NA,NA,Indust. Environ. Crisis Q.,7,NA,205,29,NA,NA,NA,1993,NA,NA,NA,NA,45
269,P267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Fabiano, B.; Curro, F.; Reverberi, A. P.; Pastorino, R.",NA,NA,NA,Dangerous good transportation by road: from risk analysis to emergency planning,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,1
270,P268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Fallahkhair, S.; Cocea, M.; Altrabsheh, N.",NA,NA,NA,Learning sentiment from students' feedback,NA,NA,research gate,NA,NA,44,48,NA,NA,NA,2014,NA,NA,NA,NA,1
271,P269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Felipe, DVL",NA,NA,NA,BioDocker: an open-source and community-driven framework for software standardization,NA,NA,Research-Gate,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,1
272,P270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Ghazali, Kamarul Hawari; Mustafa, Marzuki; Hussain, Aini",NA,NA,NA,Feature Extraction Technique using SIFT Keypoint Descriptors,NA,NA,Research Gate,NA,NA,740,744,NA,NA,NA,2007,NA,NA,NA,NA,1
273,P271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Gupta, S; Jain, SK",NA,NA,NA,An application of 5S concept to organize the workplace at a scientific instruments manufacturing company,NA,NA,Research Gate,NA,NA,NA,NA,NA,DOI 10.1108/IJLSS-08-2013-0047,March,2015,NA,NA,NA,NA,1
275,P272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Jesse, H.; Renee, B.; Anje, S.; Willem, C.; Ricardo, B.",NA,NA,NA,Coronary Artery Assessment by Multidectector Computed Tomography in patients with prosthetic heart valve,NA,NA,Research Gate,22,NA,1278,1286,NA,NA,Nov.,2012,NA,NA,NA,NA,1
276,P273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Jovicic, J.; Zavaliangos, A.; Ko, F.",NA,NA,NA,Numerical modeling of impact behavior of integrated gradient design composite materials,NA,NA,Research Gate.,NA,NA,1,35,NA,NA,NA,2015,NA,NA,NA,NA,1
277,P274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Kavitha, G.; Ramani, G.; Dhass, P. K.; Aruna, R. M.",NA,NA,NA,"Oxidative stress, interleukin (IL- 6) and atherogenic index of plasma in diabetic nephropathy",NA,NA,Research Gate,2,NA,211,216,NA,NA,NA,2011,NA,NA,NA,NA,1
278,P275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Kim, Kibum; Bolton, John; Girouard, Audrey; Cooperstock, Jeremy; Vertegaal, Roel",NA,NA,NA,Tele Human: Effects of 3D perspective on gaze and pose estimation with life-size cylindrical telepresence pod,NA,NA,research gate,NA,NA,NA,NA,NA,NA,January,2012,NA,NA,NA,NA,1
279,P276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Kobmoo, N.",NA,NA,NA,"How can we extract the hemolymph from insects, especially from small ones like ants?",NA,NA,Research Gate,8,NA,19,19,NA,NA,NA,2012,NA,NA,NA,NA,1
280,P277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Kosnatha, S; dan Utomo, J. P.",NA,NA,NA,Komposisi dan Karakteristik Beton Geopolimer dari Fly Ash Tipe C dan Tipe F,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,1
281,P278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Kraft, R.",NA,NA,NA,A maschine learning approach to improve precision for navigational queries in a web information retrieval system,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,1
282,P279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Kunc, V; Frame, B; Nguyen, BN",NA,NA,NA,Fiber Length Distribution Measurement for long Glass and Carbon Fiber Reinforced Injection Molded Thermoplastics,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,1
283,P280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Leomanni, M.",NA,NA,NA,NA,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,October,2012,NA,NA,NA,NA,1
284,P281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Li, C.; Lynn Ferguson, B.",NA,NA,NA,Stress Generation in an Axle Shaft during Induction Hardening,NA,NA,Research Gate,14,NA,1196,1196,NA,NA,NA,2014,NA,NA,NA,NA,1
285,P282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Lin, D.",NA,NA,NA,An information-theoretic definition of similarity,NA,NA,Research Gate,1,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA,1
286,P283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Ljuhar, R.; Norman, B.; Ljuhar, D.; Dimaj, H. P.",NA,NA,NA,A novel feature selection algorithm based on bone micro architecture analysis to identify osteoarthritis,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,April,2016,NA,NA,NA,NA,1
287,P284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Mao, K.",NA,NA,NA,Gear tooth contact analysis and the Application in the reduction of fatigue wear,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,1
288,P285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Martinez, J.; Perez-Meana, H.; Escamilla, E.; Suzuki, M. M.",NA,NA,NA,Speaker recognition using Mel Frequency Cepstral Coefficients (MFCC) and Vector quantization (VQ) techniques,NA,NA,Research Gate,NA,NA,NA,NA,NA,DOI 10.1109/CONIELECOMP.2012.618991.8,NA,2012,NA,NA,NA,NA,1
289,P286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Masarati, P.; Morandini, M.; Riemenschneider, J.; Wierach, P.; Gluhih, S.; Barkanov, E.",NA,NA,NA,Optimal design active twist 1:2.5 scale rotor blade,NA,NA,Research Gate,NA,NA,4,7,NA,NA,NA,2004,NA,NA,NA,NA,1
290,P287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Matsuda, J.; Maeda, T.; Abe, Y.; Nakamura, S.; Ohmiya, K",NA,NA,NA,Using the thermophilic aerobic processto decompose industrial food wastes,NA,NA,Research Gate,NA,NA,417,426,NA,NA,NA,1998,NA,NA,NA,NA,1
291,P288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Mirghani, HO; Elbadawi, AS",NA,NA,NA,"Are diabetes mellitus, restless syndrome, and fibromyalgia related?",NA,NA,Research Gate,5,NA,208,215,NA,NA,NA,2016,NA,NA,NA,NA,1
292,P289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Mirjalili, Seyedali; Mirjalili, Seyed Mohammad; Lewis, Andrew",NA,NA,NA,Let a Biogeography-Based Optimizer Train Your Multi-Layer Perceptron,NA,NA,Research Gate,NA,NA,188,209,NA,NA,NA,2014,NA,NA,NA,NA,1
293,P290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Mishra, A. K.; Yadava, R.; Mishra, A.; Verma, A.",NA,NA,NA,NA,NA,NA,Research Gate,2,NA,NA,NA,974,NA,NA,2010,NA,NA,NA,NA,1
294,P291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Mizuno, K; Fukai, I; Murata, T; Goto, T.",NA,NA,NA,Pulmonary pleomorphic carcinoma,NA,NA,Research Gate,65,NA,863,66,NA,NA,NA,2006,NA,NA,NA,NA,1
295,P292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Muhs, D.R.; Prospero, J.M.; Baddock, M.C.; Gill, T.E.",NA,NA,NA,Identifying sources of Aeolian mineral dust: present and past. Mineral dust- a key player in the earth system,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,2
2951,P292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Muhs, D.R.; Prospero, J.M.; Baddock, M.C.; Gill, T.E.",NA,NA,NA,Identifying sources of Aeolian mineral dust: present and past. Mineral dust- a key player in the earth system,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,2
296,P293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,Myklestad,NA,NA,NA,A new method of calculating natural modes of uncoupled bending vibration of airplane wings,NA,NA,Research Gate,3,NA,20,30,NA,NA,NA,2014,NA,NA,NA,NA,1
297,P294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Nguyen, Vu Dung; Vaghese, Blesson",NA,NA,NA,Royal Birth of 2013: Analysing and Visualising Public Sentiment in the UK using Twitter,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,1
298,P295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Nikolic, D.; Kovacev-Nikolic, V.",NA,NA,NA,Dynamical model of the maltose-binding protein,NA,NA,Research Gate,NA,NA,NA,NA,NA,10.13140/2.1.3269.8883,NA,2013,NA,NA,NA,NA,1
299,P296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Njuguna, J.; Pielichowski, K.",NA,NA,NA,The role of advanced polymer materials in aerospace,NA,NA,Research Gate,NA,NA,1,48,NA,NA,NA,2013,NA,NA,NA,NA,1
300,P297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Oktug, Sema F.",NA,NA,NA,Localization Techniques for Underwater Acoustic Sensor Networks,NA,NA,Research gate,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,1
301,P298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Oliveira, LS; Franca, AS",NA,NA,NA,An overview of the potential uses for coffee husks,NA,NA,Coffee in health and disease prevention,31,NA,283,291,NA,NA,NA,2015,NA,NA,NA,NA,3
3011,P298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Oliveira, LS; Franca, AS",NA,NA,NA,An overview of the potential uses for coffee husks,NA,NA,Coffee in health and disease prevention,31,NA,283,291,NA,NA,NA,2015,NA,NA,NA,NA,3
3012,P298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Oliveira, LS; Franca, AS",NA,NA,NA,An overview of the potential uses for coffee husks,NA,NA,Coffee in health and disease prevention,31,NA,283,291,NA,NA,NA,2015,NA,NA,NA,NA,3
303,P299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pendrel, J.; Debeye, H.; Pedersen-Tatalovic, R.; Goodway, B.; Dufour, J.; Bogaards, M",NA,NA,NA,Estimation and interpretation of P and S impedance volumes from simultaneous inversion of,NA,NA,Research Gate.,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,NA,NA,1
304,P300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Perez, L; Bequer, L; Gomez, T; Gonzalez, O; Heredia, D; Molina, O",NA,NA,NA,"Actividad de la gamma glutamil transferasa serica: distribucion estadistica, variaciones segun edad y sexo e intervalos de referencia en villa clara",NA,NA,Research-Gate,3,NA,122,143,NA,NA,NA,2013,NA,NA,NA,NA,1
305,P301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pokrovsky, O. S.",NA,NA,NA,Full data set of major and trace element concentration in snow water (0.45 &mu;m) and snow parcticles sampled across the latitudinal profile of Western Siberia Lowland,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,1
306,P302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Porwik, Piotr; Lisowska, Agnieszka",NA,NA,NA,The Haar-wavelet transform in digital image processing: its status and achievements,NA,NA,Research gate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
307,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3071,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3072,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3073,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3074,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3075,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3076,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3077,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3078,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
3079,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30710,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30711,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30712,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30713,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30714,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30715,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30716,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30717,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
30718,P303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Pramono, YH; Geshiro, M; Kitamura, T; Sawa, S",NA,NA,NA,Optical logic OR-AND-NOT and NOR gates in waveguides consisting of nonlinear material,NA,NA,IEICE TRANSACTIONS ON ELECTRONICS,E83C,11,1755,1762,NA,NA,Nov-00,2000,NA,NA,NA,NA,19
308,P304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Prathapan, K. D.",NA,NA,NA,NA,NA,NA,Research Gate,NA,NA,NA,NA,NA,10.13140/RG.2.1.2150.5761,June,2015,NA,NA,NA,NA,1
309,P305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Radwan, H.; Abdel-Rahim, O.; Ahmed, M.",NA,NA,NA,Two Stages Maximum Power Point Tracking Algorithm for PV Systems Operating under Partially Shaded Conditions,NA,NA,research gate,10,NA,683,688,NA,NA,NA,2009,NA,NA,NA,NA,1
310,P306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Reyes, Rogelio; Cruz, Clara; Nakano, Mariko; Perez, Hector",NA,NA,NA,Video Watermarking Algorithm Resilient to MPEG-2 Compression and Collusion Attacks,NA,NA,Research Gate,NA,NA,1857,1870,NA,NA,January,2008,NA,NA,NA,NA,1
311,P307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Roschek, T; Apolloni, M; Braga, A; Brunner, A; Caglar, O; Cashmore, JS; Cervetto, V; Fenner, Y; Gaucker, J; Hotzel, JE; Janot, R; Kalas, J; Keller, K; Krull, S; Kugler, E; Leu, G-F; Lindic, M-H; Losio, PA; Mates, T; Mereu, B; Psimoulis, I; Roth, F; Ristau, S; Salabas, A; Salabas, EL; Sinicco, I",NA,NA,NA,MICROMORPH<SUP>&TRADE;</SUP>Technology: introduction and the path to record efficiencies,NA,NA,Research Gate,NA,NA,NA,NA,NA,10.13140/RG.2.1.1628.8804,NA,2015,NA,NA,NA,NA,1
312,P308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Santos, FC; Brojo, F; Vilarinho, PM",NA,NA,NA,Lot sizing and scheduling in parallel uniform machines-a case study,NA,NA,Research Gate,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,1
313,P309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Schallert, T; Woodlee, MT; Fleming, SM",NA,NA,NA,Disentangling multiple types of recovery from brain injury,NA,NA,Research Gate,NA,NA,201,216,NA,NA,NA,2000,NA,NA,NA,NA,1
314,P310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Schmidt, M.; Aschwanden, J.; Liechti, F.; Nemeth, E.; Probst, R.; Rossler, M.; Schauer, C.; Denner, M.; Wichmann, G.",NA,NA,NA,V.i.A - Vogelzug im Alpenraum,NA,NA,Research Gate,NA,NA,NA,NA,NA,DOI 10.13140/RG.2.2.19922.96963,NA,2016,NA,NA,NA,NA,1
315,P311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,"Schwarz, I G; Kovacevic, S; Kos, I.",NA,NA,NA,Physical-mechanical properties of automotive textile materials,NA,NA,Research Gate,NA,NA,11,11,NA,NA,NA,2015,NA,NA,NA,NA,1
